mid,m_id,name,UATYPE,m_pop,m_house_unit,m_land,m_water,m_lat_d,m_long_d,m_lat_r,m_long_r
m53713,53713,"Manchester, KY Urban Cluster",C,4657,1332,4.387,0.039,37.1557,-83.770058,0.6484893008832572,-1.462063326686616
m53726,53726,"Manchester, MD Urban Cluster",C,5319,1889,2.937,0.005,39.66167,-76.88785,0.6922267283394594,-1.341946137279522
m53740,53740,"Manchester, NH Urbanized Area",U,158377,67731,86.148,1.616,42.991043,-71.479666,0.7503352492164606,-1.247555519925845
m53767,53767,"Manchester, TN Urban Cluster",C,11379,5002,10.63,0.005,35.480117,-86.072463,0.6192448606428129,-1.502247874650996
m53794,53794,"Mandeville--Covington, LA Urbanized Area",U,88925,36111,65.596,0.761,30.433732,-90.106617,0.5311688270695588,-1.5726571444834954
m53821,53821,"Mangum, OK Urban Cluster",C,2954,1489,1.424,0.0,34.877401,-99.504709,0.6087254819883627,-1.7366847932888343
m53848,53848,"Manhattan, KS Urbanized Area",U,54622,22504,20.714,0.144,39.193681,-96.592549,0.6840587794263436,-1.6858580129439562
m53875,53875,"Manila, AR Urban Cluster",C,3124,1356,1.705,0.0,35.882371,-90.170374,0.6262655173721302,-1.5737699140546895
m53902,53902,"Manistee, MI Urban Cluster",C,9606,4826,7.564,0.559,44.242833,-86.311777,0.7721831062600003,-1.5064246918971138
m53929,53929,"Manistique, MI Urban Cluster",C,3482,1955,3.464,0.147,45.965465,-86.256495,0.8022487064602154,-1.5054598389800262
m53956,53956,"Manitowoc, WI Urban Cluster",C,46360,22038,24.827,0.694,44.116914,-87.653992,0.7699854051191817,-1.5298507629167695
m53983,53983,"Mankato, MN Urbanized Area",U,57584,23612,26.373,0.269,44.1667,-93.991385,0.7708543347405795,-1.6404591367596102
m54010,54010,"Mannford, OK Urban Cluster",C,2986,1306,2.893,0.318,36.128101,-96.349788,0.6305543149430559,-1.6816210341985223
m54037,54037,"Manning, SC Urban Cluster",C,4998,2228,4.045,0.01,33.693581,-80.221119,0.5880639252374036,-1.4001226561841809
m54050,54050,"Manor, TX Urban Cluster",C,5320,1738,3.686,0.0,30.357139,-97.528618,0.5298320270355789,-1.702195499019807
m54064,54064,"Mansfield, LA Urban Cluster",C,6061,2728,4.027,0.009,32.032457,-93.703129,0.5590718421535052,-1.6354281204709817
m54091,54091,"Mansfield, OH Urbanized Area",U,75250,34156,50.315,0.106,40.755177,-82.53038,0.7113120258830651,-1.4404268639220776
m54118,54118,"Mansfield, PA Urban Cluster",C,4152,1369,2.06,0.0,41.809807,-77.078316,0.7297187917733728,-1.3452703960926258
m54145,54145,"Manteca, CA Urbanized Area",U,83578,29056,21.834,0.347,37.786464,-121.204757,0.6594982094863067,-2.1154220787296447
m54199,54199,"Manteo, NC Urban Cluster",C,5399,2631,4.561,3.554,35.925022,-75.76314,0.6270099177513982,-1.3223162446494168
m54226,54226,"Manti, UT Urban Cluster",C,3290,1119,1.635,0.0,39.264262,-111.638276,0.6852906502656938,-1.9484554874501652
m54253,54253,"Many, LA Urban Cluster",C,2860,1177,2.357,0.0,31.566697,-93.474118,0.5509427966294165,-1.6314311244976971
m54280,54280,"Maquoketa, IA Urban Cluster",C,6159,2859,2.819,0.0,42.065751,-90.667774,0.7341858572740971,-1.582451181754109
m54295,54295,"Marana West, AZ Urban Cluster",C,5456,1953,2.971,0.0,32.435238,-111.216379,0.5661016967679805,-1.9410919956958788
m54307,54307,"Marathon, FL Urban Cluster",C,8965,7504,8.214,0.371,24.732462,-81.024049,0.4316628940243818,-1.414136428347219
m54334,54334,"Marble Falls, TX Urban Cluster",C,6131,2801,3.637,0.027,30.577185,-98.280159,0.5336725542414223,-1.7153123639335377
m54388,54388,"Marengo, IL Urban Cluster",C,7731,3075,3.549,0.0,42.24905,-88.607137,0.7373850283397102,-1.5464862814156906
m54415,54415,"Marianna, AR Urban Cluster",C,3804,1873,2.135,0.0,34.7723,-90.764965,0.6068911234912243,-1.5841474847074148
m54442,54442,"Marianna, FL Urban Cluster",C,6086,3004,5.387,0.007,30.77452,-85.240867,0.5371166997208453,-1.4877337864045812
m54469,54469,"Maricao, PR Urban Cluster",C,2697,1251,1.307,0.0,18.184534,-66.991607,0.3173799912408545,-1.169224113352081
m54477,54477,"Maricopa, AZ Urban Cluster",C,42337,16736,13.683,0.046,33.060506,-112.025833,0.5770146820753403,-1.9552196331393168
m54486,54486,"Marietta, OH--WV Urban Cluster",C,22428,10382,18.025,1.124,39.407916,-81.446324,0.6877978855493537,-1.4215065174460781
m54496,54496,"Marinette--Menominee, WI--MI Urban Cluster",C,19431,9946,9.456,0.479,45.101353,-87.616729,0.7871671069542221,-1.5292004008775988
m54577,54577,"Marion, IN Urban Cluster",C,43519,19722,22.645,0.087,40.543832,-85.661608,0.7076233597754377,-1.4950771021527147
m54604,54604,"Marion, KY Urban Cluster",C,2718,1322,1.668,0.007,37.332396,-88.07899,0.651573227858361,-1.5372683773311604
m54631,54631,"Marion, NC Urban Cluster",C,13363,5969,15.741,0.071,35.690561,-82.014075,0.62291780133388,-1.4314156417275685
m54658,54658,"Marion, OH Urban Cluster",C,46384,19449,27.754,0.055,40.580054,-83.114254,0.708255552937095,-1.4506173876388673
m54685,54685,"Marion, SC Urban Cluster",C,7464,3328,4.481,0.0,34.173527,-79.397462,0.5964405631691803,-1.3857471296270822
m54712,54712,"Marion, VA Urban Cluster",C,7960,3800,5.948,0.021,36.841814,-81.502532,0.6430109567073422,-1.4224875321120392
m54739,54739,"Marion Oaks, FL Urban Cluster",C,14160,6407,14.332,0.006,29.005374,-82.19573,0.5062392770723577,-1.4345861195802787
m54778,54778,"Marks, MS Urban Cluster",C,3536,1463,2.446,0.0,34.208001,-90.284304,0.5970422479755128,-1.5757583676714868
m54793,54793,"Marksville, LA Urban Cluster",C,7517,3058,6.294,0.0,31.10885,-92.059454,0.542951859009038,-1.6067405798882637
m54820,54820,"Marlin, TX Urban Cluster",C,5832,2551,3.816,0.061,31.31102,-96.89123,0.5464803911577949,-1.691070979807105
m54847,54847,"Marlow, OK Urban Cluster",C,4230,1900,1.83,0.0,34.646905,-97.95946,0.6047025678756859,-1.7097151104756847
m54874,54874,"Marquette, MI Urban Cluster",C,26946,11218,15.676,0.503,46.536912,-87.399561,0.8122223381108594,-1.5254101042476278
m54901,54901,"Marseilles, IL Urban Cluster",C,4877,2285,2.025,0.047,41.331405,-88.705025,0.7213691017252468,-1.5481947493138832
m54928,54928,"Marshall, IL Urban Cluster",C,3775,1895,2.426,0.0,39.393291,-87.693309,0.6875426311462495,-1.530536974018776
m54955,54955,"Marshall, MI Urban Cluster",C,7683,3617,4.557,0.029,42.27511,-84.966411,0.73783986114278,-1.4829436255527277
m54982,54982,"Marshall, MN Urban Cluster",C,13464,5630,6.857,0.0,44.447097,-95.787581,0.7757481856032941,-1.6718086709707627
m55009,55009,"Marshall, MO Urban Cluster",C,12665,5144,6.206,0.047,39.113887,-93.196407,0.6826661114030073,-1.6265841531786909
m55036,55036,"Marshall, TX Urban Cluster",C,21979,9007,18.167,0.021,32.534882,-94.352258,0.5678408126478378,-1.6467575587911598
m55063,55063,"Marshall, WI Urban Cluster",C,3834,1483,1.401,0.072,43.171193,-89.064662,0.7534794598639284,-1.554471599075878
m55090,55090,"Marshalltown, IA Urban Cluster",C,26858,10927,11.45,0.008,42.039135,-92.917172,0.7337213204403864,-1.6217105830418843
m55117,55117,"Marshfield, MO Urban Cluster",C,6701,2933,4.267,0.003,37.340359,-92.907986,0.6517122084266973,-1.6215502570967961
m55144,55144,"Marshfield, WI Urban Cluster",C,19421,9596,11.895,0.027,44.659609,-90.167618,0.7794572197032923,-1.5737218127805046
m55171,55171,"Martin, TN Urban Cluster",C,11397,4576,8.91,0.021,36.339789,-88.852831,0.6342489675300177,-1.5507744506680856
m55198,55198,"Martinsburg, PA Urban Cluster",C,2733,1283,1.942,0.0,40.302819,-78.322908,0.7034168893853285,-1.3669926243366068
m55225,55225,"Martinsville, IN Urban Cluster",C,13276,5636,6.428,0.097,39.425422,-86.419464,0.6881034228882078,-1.5083041846087089
m55252,55252,"Martinsville, VA Urban Cluster",C,35091,17624,42.493,0.24,36.695383,-79.898099,0.6404552536303544,-1.394484893634389
m55279,55279,"Marysville, KS Urban Cluster",C,2937,1476,1.508,0.001,39.845391,-96.642565,0.6954332646945158,-1.6867309568226339
m55306,55306,"Marysville, OH Urban Cluster",C,22348,7975,10.331,0.146,40.236063,-83.370036,0.7022517773898672,-1.4550816257062034
m55333,55333,"Marysville, WA Urbanized Area",U,145140,55154,81.814,3.266,48.052864,-122.145589,0.8386806918130524,-2.131842694837768
m55360,55360,"Maryville, MO Urban Cluster",C,13220,4891,5.413,0.032,40.345401,-94.871188,0.7041600854874127,-1.6558145958785342
m55375,55375,"Mascoutah, IL Urban Cluster",C,7368,3000,2.921,0.004,38.498043,-89.80248,0.6719176059243553,-1.5673489524563573
m55414,55414,"Mason City, IA Urban Cluster",C,27115,12896,15.892,0.281,43.149646,-93.195228,0.753103393770001,-1.62656357574681
m55441,55441,"Masontown, PA Urban Cluster",C,4443,2052,2.691,0.0,39.854675,-79.896919,0.6955953010622711,-1.3944642987492153
m55468,55468,"Massena, NY Urban Cluster",C,11259,5121,6.129,0.241,44.933374,-74.890122,0.7842353203300145,-1.307079206120241
m55495,55495,"Mathis, TX Urban Cluster",C,5936,2392,3.994,0.01,28.104071,-97.842428,0.4905085721642553,-1.7076725167454903
m55522,55522,"Mattawa, WA Urban Cluster",C,4988,953,0.625,0.0,46.735585,-119.902426,0.815689836095674,-2.0926921148288544
m55576,55576,"Mattoon, IL Urban Cluster",C,18978,9097,10.654,0.02,39.473725,-88.367718,0.6889464692767987,-1.5423076315738584
m55603,55603,"Mauldin--Simpsonville, SC Urbanized Area",U,120577,47649,83.564,0.526,34.766635,-82.255761,0.6067922505890987,-1.4356338581835435
m55684,55684,"Mauston, WI Urban Cluster",C,4401,1981,2.548,0.0,43.797318,-90.073367,0.7644074026429778,-1.5720768225072075
m55738,55738,"Mayag�ez, PR Urbanized Area",U,109572,51854,53.737,0.034,18.186579,-67.101134,0.3174156832240578,-1.1711357201219128
m55750,55750,"Maybrook, NY Urban Cluster",C,2959,1164,0.889,0.0,41.491679,-74.213238,0.7241664107305883,-1.2952653516661716
m55765,55765,"Mayfield, KY Urban Cluster",C,11356,5306,7.583,0.05,36.735426,-88.64227,0.6411541358227304,-1.5470994679417938
m55792,55792,"Mayodan, NC Urban Cluster",C,4382,2257,3.479,0.008,36.409661,-79.966984,0.6354684639849711,-1.395687163689625
m55819,55819,"Maysville, KY--OH Urban Cluster",C,11454,5845,7.535,0.145,38.658534,-83.768083,0.6747187022941736,-1.4620288564338892
m55846,55846,"Mayville, WI Urban Cluster",C,5134,2311,2.364,0.089,43.496015,-88.547726,0.7591486732468414,-1.5454493638537885
m55860,55860,"Mazomanie, WI Urban Cluster",C,2956,1294,1.807,0.026,43.168722,-89.79049,0.7534363327781116,-1.5671396874790433
m55900,55900,"Meadville, PA Urban Cluster",C,23887,12093,17.962,0.045,41.619236,-80.152425,0.7263927003645547,-1.398923719707816
m55927,55927,"Mecca, CA Urban Cluster",C,11253,2501,3.903,0.0,33.558331,-116.087201,0.5857033674240812,-2.026103876874454
m55981,55981,"Medford, OR Urbanized Area",U,154081,68182,64.717,0.253,42.336442,-122.844238,0.7389103064796131,-2.144036420203534
m56008,56008,"Medford, WI Urban Cluster",C,4046,1984,2.561,0.029,45.137846,-90.345867,0.7878040299581525,-1.5768328447188917
m56023,56023,"Medical Lake, WA Urban Cluster",C,4918,1778,2.021,0.192,47.571299,-117.684835,0.8302757970006861,-2.053987850416261
m56035,56035,"Medina, NY Urban Cluster",C,8382,3836,5.016,0.066,43.218054,-78.405646,0.7542973386047055,-1.368436674853122
m56072,56072,"Medina, TN Urban Cluster",C,3636,1347,2.486,0.016,35.827677,-88.798164,0.6253109269910445,-1.549820331525898
m56089,56089,"Melrose, MN Urban Cluster",C,3121,1201,1.313,0.12,45.676243,-94.817765,0.7972008302910124,-1.654882188632241
m56116,56116,"Memphis, TN--MS--AR Urbanized Area",U,1060061,450685,497.308,3.777,35.095071,-89.917857,0.6125245401711789,-1.569362660987431
m56143,56143,"Mena, AR Urban Cluster",C,5499,2753,4.746,0.034,34.580834,-94.237096,0.6035494113856008,-1.644747602717978
m56170,56170,"Mendota, CA Urban Cluster",C,11211,2594,2.038,0.003,36.756432,-120.384422,0.6415207596854043,-2.101104532010297
m56197,56197,"Mendota, IL Urban Cluster",C,7195,2966,2.823,0.027,41.552612,-89.118726,0.725229892203706,-1.555415193882676
m56224,56224,"Menomonie, WI Urban Cluster",C,17844,6971,11.641,1.716,44.900593,-91.899085,0.7836631839479182,-1.6039416128201331
m56251,56251,"Merced, CA Urbanized Area",U,136969,45951,47.532,0.009,37.330955,-120.525712,0.6515480776638398,-2.10357050771044
m56278,56278,"Mercer, PA Urban Cluster",C,3838,1138,1.519,0.0,41.22517,-80.240049,0.7195149511943907,-1.4004530470115835
m56305,56305,"Meridian, MS Urban Cluster",C,41531,18839,32.298,0.338,32.390231,-88.699715,0.5653161764315354,-1.548102072330602
m56359,56359,"Merrill, WI Urban Cluster",C,10282,4877,7.081,0.524,45.181787,-89.694396,0.7885709450847711,-1.5654625307876318
m56386,56386,"Mescalero Park, TX Urban Cluster",C,3460,1344,4.276,0.0,35.057672,-101.907375,0.6118718044842254,-1.7786192258145563
m56413,56413,"Mesquite, NV--AZ Urban Cluster",C,14284,8051,7.68,0.0,36.810092,-114.079027,0.6424573033620244,-1.991054628621509
m56440,56440,"Metamora, IL Urban Cluster",C,3650,1481,2.086,0.004,40.796157,-89.368189,0.7120272618105323,-1.5597691445945787
m56467,56467,"Metropolis, IL Urban Cluster",C,6607,3225,3.36,0.004,37.158753,-88.72848,0.6485425857853204,-1.5486041162899384
m56494,56494,"Metter, GA Urban Cluster",C,3633,1576,3.009,0.016,32.399952,-82.063296,0.5654858398881217,-1.4322747102386924
m56521,56521,"Mexia, TX Urban Cluster",C,6898,2595,4.549,0.027,31.6792,-96.478748,0.5529063443977876,-1.683871810801894
m56548,56548,"Mexico, MO Urban Cluster",C,11356,5151,5.846,0.02,39.168802,-91.886869,0.6836245589617399,-1.6037284033987096
m56575,56575,"Meyersdale, PA Urban Cluster",C,2596,1273,1.565,0.0,39.81071,-79.022714,0.6948279670566317,-1.3792065431618183
m56602,56602,"Miami, FL Urbanized Area",U,5502379,2443188,1238.614,74.118,26.175616,-80.231428,0.4568506829377081,-1.400302582176769
m56629,56629,"Miami, OK Urban Cluster",C,16144,6963,8.029,0.018,36.889313,-94.873176,0.643839970648747,-1.6558492930240638
m56656,56656,"Michigan City--La Porte, IN--MI Urbanized Area",U,66025,31067,38.958,1.403,41.667376,-86.808569,0.7272329018664647,-1.5150953479946816
m56710,56710,"Middlebury, IN Urban Cluster",C,4064,1545,4.43,0.014,41.672036,-85.714787,0.7273142342096076,-1.4960052507956327
m56737,56737,"Middlebury, VT Urban Cluster",C,5350,1608,3.417,0.044,44.012578,-73.165595,0.7681643983908208,-1.2769805319307004
m56764,56764,"Middlefield, OH Urban Cluster",C,4858,2179,6.125,0.055,41.456652,-81.091903,0.7235550742534922,-1.4153207040578673
m56791,56791,"Middleport, OH--WV Urban Cluster",C,8559,4229,7.007,1.319,39.034652,-82.032419,0.6812831997701896,-1.4317358049255544
m56818,56818,"Middlesborough, KY--TN--VA Urban Cluster",C,15330,7039,12.279,0.103,36.616799,-83.711552,0.639083704090967,-1.4610422043544442
m56845,56845,"Middletown, DE Urban Cluster",C,29415,10121,17.662,0.058,39.447335,-75.67538,0.6884858768871974,-1.3207845436978665
m56872,56872,"Middletown, IN Urban Cluster",C,2543,1088,1.393,0.002,40.061411,-85.541539,0.6992035249446741,-1.4929815027731377
m56899,56899,"Middletown, NY Urbanized Area",U,58381,22762,31.315,0.175,41.450288,-74.389639,0.7234440014998954,-1.298344129919982
m56926,56926,"Middletown, OH Urbanized Area",U,97503,43101,56.098,0.894,39.520327,-84.363418,0.6897598276148131,-1.4724194123362495
m56953,56953,"Middleville, MI Urban Cluster",C,3236,1406,1.75,0.049,42.724219,-85.468358,0.7456782918931192,-1.4917042533732354
m56980,56980,"Midland, MI Urbanized Area",U,59014,25154,44.872,1.45,43.616301,-84.219878,0.7612480599908953,-1.4699141667279367
m57007,57007,"Midland, TX Urbanized Area",U,117807,47059,52.879,0.055,31.997137,-102.106821,0.5584553918617009,-1.782100215194489
m57061,57061,"Mifflinburg, PA Urban Cluster",C,4363,2005,2.636,0.006,40.923628,-77.044631,0.714252050461342,-1.3446824819340912
m57069,57069,"Mifflintown, PA Urban Cluster",C,4372,1912,4.357,0.239,40.545602,-77.403115,0.7076542521031979,-1.3509392080498106
m57079,57079,"Milaca, MN Urban Cluster",C,2831,1398,1.77,0.001,45.75958,-93.644108,0.7986553353297469,-1.634398009693162
m57088,57088,"Milan, MI Urban Cluster",C,7514,2574,3.211,0.071,42.084889,-83.678251,0.7345198783863438,-1.4604609922602376
m57115,57115,"Milan, TN Urban Cluster",C,7427,3393,5.264,0.0,35.911697,-88.759467,0.6267773526285699,-1.5491449414652538
m57142,57142,"Milbank, SD Urban Cluster",C,3283,1658,2.092,0.0,45.217341,-96.635053,0.7891914794470253,-1.6865998476892237
m57169,57169,"Miles City, MT Urban Cluster",C,9604,4542,7.02,0.033,46.403204,-105.835006,0.8098886932746028,-1.8471693185679536
m57196,57196,"Milford, DE Urban Cluster",C,18009,7620,17.778,0.387,38.896029,-75.41103,0.6788637720011975,-1.3161707658202193
m57206,57206,"Milford, NJ--PA Urban Cluster",C,2776,1297,2.378,0.277,40.555218,-75.080078,0.7078220829640698,-1.3103945637541592
m57223,57223,"Milledgeville, GA Urban Cluster",C,29808,13116,34.029,0.75,33.108299,-83.246751,0.5778488272847461,-1.452929896537882
m57250,57250,"Millen, GA Urban Cluster",C,2827,1398,2.569,0.004,32.80435,-81.940368,0.5725439164766019,-1.4301292118958011
m57277,57277,"Millersburg, OH Urban Cluster",C,2968,1332,1.757,0.004,40.553972,-81.915653,0.7078003361615899,-1.4296978537711706
m57304,57304,"Millersburg, PA Urban Cluster",C,4540,2201,2.133,0.0,40.540889,-76.953564,0.7075719947355514,-1.3430930629441777
m57331,57331,"Millinocket, ME Urban Cluster",C,3976,2326,1.919,0.017,45.657114,-68.703846,0.7968669662583983,-1.1991083214831362
m57358,57358,"Millsboro, DE Urban Cluster",C,9395,4167,10.761,0.001,38.568886,-75.279908,0.6731540495263457,-1.3138822551984195
m57368,57368,"Millsboro, PA Urban Cluster",C,3728,856,2.579,0.412,39.986029,-79.978244,0.6978878608479357,-1.3958836877633998
m57385,57385,"Millstadt, IL Urban Cluster",C,3583,1548,1.671,0.043,38.455314,-90.091046,0.6711718441882707,-1.5723853792656675
m57395,57395,"Milton, DE Urban Cluster",C,2556,1296,1.201,0.065,38.779076,-75.312653,0.6768225570811126,-1.314453763261985
m57402,57402,"Milton, VT Urban Cluster",C,8521,3213,9.572,0.053,44.646015,-73.124939,0.7792199596447761,-1.2762709508700096
m57439,57439,"Milton--Lewisburg, PA Urban Cluster",C,30806,12560,22.077,0.592,40.947364,-76.85692,0.7146663218125954,-1.3414063069418802
m57466,57466,"Milwaukee, WI Urbanized Area",U,1376476,597266,545.62,19.062,43.056098,-88.101915,0.7514706731613454,-1.53766849406218
m57493,57493,"Minden, LA Urban Cluster",C,13338,5967,9.834,0.039,32.609975,-93.286068,0.5691514327430378,-1.6281490328393216
m57520,57520,"Minden, NE Urban Cluster",C,2891,1326,1.413,0.0,40.497483,-98.951252,0.7068144171204308,-1.7270251463706239
m57547,57547,"Mineola, TX Urban Cluster",C,5608,2527,6.074,0.12,32.673,-95.493151,0.5702514265041073,-1.6666698980541155
m57574,57574,"Mineral Wells, TX Urban Cluster",C,16109,6056,8.503,0.026,32.808775,-98.098285,0.5726211472960026,-1.7121380638097659
m57601,57601,"Minerva, OH Urban Cluster",C,4579,2108,2.329,0.0,40.732361,-81.093321,0.7109138115609299,-1.4153454528266605
m57628,57628,"Minneapolis--St. Paul, MN--WI Urbanized Area",U,2650890,1110565,1021.803,89.625,44.9783,-93.28051,0.7850194269497655,-1.628052027439496
m57655,57655,"Minot, ND Urban Cluster",C,42650,19484,22.414,0.038,48.23388,-101.287744,0.8418400170118424,-1.7678046247171315
m57682,57682,"Minot AFB, ND Urban Cluster",C,5521,1463,4.158,0.0,48.418453,-101.33705,0.845061423572126,-1.7686651767581199
m57709,57709,"Mission Viejo--Lake Forest--San Clemente, CA Urbanized Area",U,583681,229845,150.526,0.924,33.558042,-117.657239,0.5856983234225429,-2.0535062093558807
m57736,57736,"Missoula, MT Urbanized Area",U,82157,37070,45.203,0.24,46.873955,-114.034222,0.8181048481816586,-1.990272633850153
m57763,57763,"Missouri Valley, IA Urban Cluster",C,2819,1284,1.347,0.0,41.560065,-95.891384,0.7253599715928571,-1.6736203750942102
m57790,57790,"Mitchell, IN Urban Cluster",C,4193,1932,2.978,0.005,38.735115,-86.472044,0.6760552928886434,-1.5092218787294074
m57817,57817,"Mitchell, SD Urban Cluster",C,14955,6979,6.831,0.008,43.714942,-98.029047,0.762969670218355,-1.71092963274227
m57844,57844,"Moab, UT Urban Cluster",C,6883,3148,4.279,0.0,38.559794,-109.533629,0.6729953641907543,-1.9117224677079443
m57871,57871,"Moapa Valley, NV Urban Cluster",C,5907,2382,7.366,0.0,36.577928,-114.463197,0.6384052771574245,-1.9977596600088958
m57898,57898,"Moberly, MO Urban Cluster",C,13933,5688,8.561,0.001,39.417093,-92.43774,0.6879580544148093,-1.6133429161024633
m57925,57925,"Mobile, AL Urbanized Area",U,326183,142178,222.755,3.851,30.667393,-88.163449,0.5352469808530613,-1.5387424649641022
m57952,57952,"Mobridge, SD Urban Cluster",C,3457,1730,1.716,0.0,45.540917,-100.436057,0.7948389460274585,-1.7529398823706985
m57979,57979,"Mocksville, NC Urban Cluster",C,5191,2270,5.962,0.013,35.901873,-80.557154,0.6266058914828542,-1.40598757333612
m58006,58006,"Modesto, CA Urbanized Area",U,358172,124923,91.879,0.353,37.674451,-120.965861,0.6575432138312701,-2.1112525569598004
m58020,58020,"Mojave, CA Urban Cluster",C,3236,1385,1.979,0.0,35.05267,-118.175901,0.6117845031150407,-2.0625585689608594
m58033,58033,"Molalla, OR Urban Cluster",C,8752,3267,3.645,0.0,45.156909,-122.58378,0.78813674207346,-2.1394905705403744
m58060,58060,"Momence, IL Urban Cluster",C,3777,1538,1.814,0.136,41.16472,-87.66202,0.7184598996615602,-1.5299908779491196
m58087,58087,"Monahans, TX Urban Cluster",C,7686,3305,6.243,0.012,31.587702,-102.892289,0.5513094030387978,-1.7958092179635436
m58168,58168,"Monessen--California, PA Urbanized Area",U,66086,32513,44.718,1.368,40.138259,-79.884726,0.7005447755682467,-1.3942514907535197
m58195,58195,"Monett, MO Urban Cluster",C,8470,3650,4.767,0.007,36.923046,-93.920943,0.6444287225653221,-1.6392296919279203
m58222,58222,"Monmouth, IL Urban Cluster",C,9654,3882,3.878,0.0,40.912498,-90.644298,0.714057795315595,-1.582041448258911
m58249,58249,"Monmouth--Independence, OR Urban Cluster",C,18167,6652,5.418,0.02,44.853881,-123.209873,0.7828479057477267,-2.1504179548140634
m58303,58303,"Monroe, GA Urban Cluster",C,15854,6575,14.374,0.2,33.801243,-83.71084,0.5899429816166857,-1.4610297776101702
m58330,58330,"Monroe, LA Urbanized Area",U,116533,49410,81.942,1.934,32.521063,-92.117116,0.5675996255985046,-1.607746971641549
m58357,58357,"Monroe, MI Urbanized Area",U,51240,22393,32.1,0.956,41.92097,-83.388802,0.7316589521297673,-1.4554091541936325
m58384,58384,"Monroe, WI Urban Cluster",C,10883,5121,4.407,0.0,42.600134,-89.645034,0.743512600090782,-1.5646010013622624
m58411,58411,"Monroeville, AL Urban Cluster",C,4834,2296,5.141,0.007,31.520002,-87.329907,0.5501278151351977,-1.5241944126104436
m58420,58420,"Montauk, NY Urban Cluster",C,2719,3490,4.825,0.269,41.049602,-71.94452,0.7164507115332494,-1.2556687527669108
m58428,58428,"Mont Belvieu, TX Urban Cluster",C,3094,1148,2.584,0.0,29.880138,-94.832667,0.5215067890502734,-1.6551422775973732
m58438,58438,"Monterey, TN Urban Cluster",C,3010,1237,2.862,0.0,36.142104,-85.258432,0.6307987133982127,-1.488040353487694
m58469,58469,"Montesano--Elma, WA Urban Cluster",C,8522,3558,5.528,0.032,47.008012,-123.385791,0.8204445842170046,-2.153488303127587
m58519,58519,"Montevideo, MN Urban Cluster",C,5338,2490,2.872,0.015,44.94848,-95.717074,0.7844989697668209,-1.6705780916750588
m58546,58546,"Monte Vista, CO Urban Cluster",C,4489,1974,2.102,0.018,37.578287,-106.140573,0.6558648354093825,-1.8525024688033955
m58573,58573,"Montezuma, GA Urban Cluster",C,6900,2405,5.913,0.049,32.302593,-84.030703,0.5637866047816726,-1.4666124401154765
m58600,58600,"Montgomery, AL Urbanized Area",U,263907,112998,153.577,1.361,32.400042,-86.297468,0.5654874106844485,-1.5061749527344457
m58627,58627,"Montgomery, MN Urban Cluster",C,2586,1150,1.217,0.0,44.441485,-93.579045,0.7756502377256722,-1.633262446121937
m58654,58654,"Montgomery, PA Urban Cluster",C,6453,1106,2.895,0.006,41.176477,-76.88489,0.7186650980217171,-1.341894475533663
m58664,58664,"Montgomery, WV Urban Cluster",C,4689,2433,2.351,0.133,38.126501,-81.235109,0.6654329747149105,-1.4178201202664782
m58675,58675,"Montgomery City, MO Urban Cluster",C,2629,1215,1.74,0.006,38.978184,-91.50489,0.6802976472481734,-1.597061612175234
m58708,58708,"Monticello, AR Urban Cluster",C,9505,4109,9.723,0.027,33.622119,-91.793763,0.5868166780473434,-1.6021033971453476
m58721,58721,"Monticello, GA Urban Cluster",C,2535,1102,1.954,0.008,33.303192,-83.685989,0.5812503518238354,-1.460596045837757
m58735,58735,"Monticello, IL Urban Cluster",C,5410,2439,3.478,0.0,40.030582,-88.577236,0.6986654573895767,-1.545964410516052
m58762,58762,"Monticello, IN Urban Cluster",C,8634,5089,6.486,0.705,40.765847,-86.768312,0.7114982525142528,-1.5143927307977059
m58789,58789,"Monticello, IA Urban Cluster",C,3180,1540,1.142,0.0,42.239408,-91.19004,0.737216743693233,-1.5915664430253298
m58816,58816,"Monticello, KY Urban Cluster",C,6716,3090,5.697,0.032,36.840224,-84.847136,0.6429832059722355,-1.4808618840874115
m58843,58843,"Monticello, NY Urban Cluster",C,7868,3824,4.356,0.003,41.66195,-74.694949,0.7271382003012515,-1.3036727946592457
m58870,58870,"Monticello--Big Lake, MN Urban Cluster",C,25536,9496,16.857,1.26,45.295301,-93.800257,0.7905521381318801,-1.6371233238668585
m58924,58924,"Montpelier, OH Urban Cluster",C,3929,1803,2.049,0.005,41.584108,-84.593555,0.7257796011049141,-1.4764360607169116
m58951,58951,"Montrose, CO Urban Cluster",C,22706,10001,18.135,0.0,38.482075,-107.873187,0.6716389117493969,-1.8827422877695446
m58961,58961,"Montrose, MN Urban Cluster",C,4470,1779,2.669,0.754,45.065846,-93.914513,0.7865473928967165,-1.6391174672570175
m58972,58972,"Moodus, CT Urban Cluster",C,2701,1286,3.928,0.183,41.496252,-72.435511,0.7242462246372819,-1.2642381623145704
m58992,58992,"Moorefield, WV Urban Cluster",C,2732,1302,1.798,0.003,39.058505,-78.960856,0.6816995131566678,-1.3781269173931199
m59005,59005,"Moore Haven, FL Urban Cluster",C,3205,1201,2.136,0.09,26.833103,-81.100431,0.46832599587676804,-1.4154695457364772
m59059,59059,"Moorhead, MS Urban Cluster",C,2567,747,1.084,0.0,33.450622,-90.50471,0.5838234907400507,-1.579605178062637
